Start,End,Speaker,Text
0:19:27,0:19:44,SPEAKER_02,"I was thinking, because if we make, we'll see, I guess, how many CLE credits they give us. Because if it's worth paying the extra, we may want to do that, like the credits for professional development. No, but they will give you that anyway, right?"
0:19:44,0:19:48,SPEAKER_03,Because you can be like Jayda is both. She's a student and he's a teacher.
0:19:48,0:19:54,SPEAKER_02,But I don't think we get credits if we're not teachers. They're not going to give us a credit as professional development.
0:19:55,0:20:02,SPEAKER_03,Are you sure? Let me mail them about that. Because you can be both. Why would you pay the...
0:20:02,0:20:14,SPEAKER_02,"No, no, you can go as a student, but then they're not going to give you professional development credits. That's a risk. Because I guess I'm good. We just need 100 credits by fifth year."
0:20:14,0:20:40,SPEAKER_03,"No, but it's good to, I mean, I want you to get the credits, whatever that is. Whatever benefits you, yeah. I mean, Hannah is not, she has to have the regular membership. She's not a student or a former student of ours. No, no, no, no. She's not a teacher at all, so we, sorry. But we can change it. If that's the case, we can change it. What is that called? CLT?"
0:20:40,0:20:49,SPEAKER_02,"C-T-L-E. C-T-L-E. C-T-L-E. I think so. It starts with a C and then an E. Yeah, I think it's CLE."
0:20:50,0:20:59,SPEAKER_03,For teachers. Yeah. Registered as students. I'm sure that would be fine. It's just a letter that they give you saying that you were there.
0:20:59,0:21:08,SPEAKER_02,"It's a certificate, but like, yeah. If so, then we will make sure to register you there. Since we're already gone, we might as well get credits. Yeah, of course. It's not a big difference."
0:21:08,0:21:11,SPEAKER_06,"And the price was 100, right?"
0:21:11,0:21:30,SPEAKER_02,"No, I think the professor, what you sent us was like $100 more. That's why we should receive the credits. If they don't give you the credits, no. But if they give you $12 or more... i'm at the school. No, no, not you, but like, see. The school, right?"
0:21:30,0:21:45,SPEAKER_03,"No, the professional is $265. And the student is $150. After the deadline. Before the deadline, it was $130. So you got asked to receive more. More than $100 more."
0:21:46,0:21:47,SPEAKER_02,So...
0:21:52,0:22:00,SPEAKER_03,"It's a significant difference. But if they don't give you the CRT, we'll do it that way anyway."
0:22:01,0:22:08,SPEAKER_02,"It's okay, but it would be good to know how much they would give us. Sometimes, if the conferences are shorter, they give you less credits."
0:22:08,0:22:45,SPEAKER_03,"It's for one day, yes. I don't think it's a lot. But, well, I'll find out. Okay, so we just need Hanna to tell me, Jaila to tell me, so that she can register the three of you. The three of you who are staying. Oh, and Angela too, I have to register her. Because I'm registering a group of everyone. Cristina is already registered, right? Yes, I'm registered. And Hanna, you... I mean, Angela. Did Angela spend the mini-grant on something? Or doesn't she have the mini-grant? Did I register you, or did you use the mini-grant from the VBE? I already used it for my exams. Yes, so I registered you in the group."
0:22:45,0:22:47,SPEAKER_05,I spent $500 and I got the rest.
0:22:49,0:23:33,SPEAKER_03,"So there are three more that I have to register. For the presentation, on Friday we have more time, but I was thinking that Belinda and I could do... we have about 40 minutes. So we could do something a little bit more active. Because they are teachers who come to this conference. They are teachers from New York, who are in bilingual programs. Sometimes teacher educators like us come, but we'll be there. And they give you lunch with the registration of the day, and breakfast. And we won't get breakfast. A big thing we have to figure out is how to get there. Because it's far away. No, I don't know how to see. Anyone has a car? No cars?"
0:23:33,0:23:35,SPEAKER_02,I have one.
0:23:35,0:23:37,SPEAKER_06,I'll get there in five hours.
0:23:39,0:23:46,SPEAKER_04,"When I put it on maps, it said... it was like a train and three buses for four hours."
0:23:46,0:23:52,SPEAKER_03,"We could take the train and then a Uber. Yes, yes, yes."
0:23:52,0:23:56,SPEAKER_02,"From the train, maybe. That's a good idea."
0:23:57,0:23:59,SPEAKER_03,We have to see how to get there.
0:23:59,0:24:01,SPEAKER_07,It was like a...
0:24:01,0:24:11,SPEAKER_04,"Like the LRR? LRR? Yeah, LRR. A city bike. Getting there sweating."
0:24:11,0:25:36,SPEAKER_03,"So we want to go to the map in the morning. We'll be there very late. Ours is like four o'clock. But we have 40 minutes. So, well, the title... i already started the presentation. And Belinda and I can do... we have the title, which is... or you mentioned how this connects with your classroom instruction. That helps us. So I thought we could have background. A little bit of theories and guiding questions. Describe the program. I put a taste of the program curriculum. Because I thought we could do what we do with the kids. For example, bring the whispering phones and show them. Okay. Show them what we do. In the other one, show them the animation. And explain to them about the application. So they can get some ideas for their class. Because teachers like to have... so what things do we do here that we can share? Repeat reading, explain this."
0:25:36,0:26:02,SPEAKER_02,"Maybe we can also talk a little about the school background. And the students. A little bit about who we are as a school. And who are our students. Yes, exactly. We could start with that. A little bit of a sandwich. And then at the end, talk a little bit about the part... yes, that would be... but it would be like the background. This is the background."
0:26:02,0:27:24,SPEAKER_03,"Belinda and I would talk about this. Theories, I have done a review about reading. And this activity systems. We would put this on the triangle. Well, to make it a little bit theoretical. Teachers are not always interested in this. So I will go a little bit fast. But we would talk about Very Great Self-Reading. It is a hybrid literacy space. I have this from another program. But it is more or less the same. Designed by the digital literacy. Factor-based articles. Families invited. Children's identity. High-order reading skills. And here in the methods is where you can write a little bit about your school. How it works. Because they are interested in knowing how other schools work. And the expeditionary learning. And here we would talk about... we would collect because it is really research. And how we analyze it quickly. I have to change that. And then I thought... sorry, these are just copies. Of the emerging findings. In this part, the idea of the finding that we had discussed that day. On Friday, the one we talked about when we sent the proposal. There were tensions that sparked through the different objects and artifacts. We have different ways of seeing. Different ways of teaching reading. And these were... collectively reflected upon."
0:27:24,0:29:02,SPEAKER_03,"Individually identified actions. Propel the Very Great Self-Reading program towards integrated and productive learning spaces. And we together leverage the natural Dixot experience. Creating effective space and perspectives. Artifacts and ideologies. This is automatically happening. Can you send us that? Yes, I will put it in our folder. So that later you... belinda and I would do the initial part. And you contribute with the setting and context. And whatever you want to say. But then we would do the findings. I thought this was the main finding. But then illustrate that. Illustrate how we do the Dixot. How we contribute and work together to create... to change the after school. Because we have made decisions based on what the teachers said. What we read. What the children say. And I thought that what we have discussed... there was a part... there was a part of language expectations. About language. We have talked a lot about language. I don't know if anyone wants to choose that topic. For example, focus on using Spanish. That's what we said. But evolving assumptions and expectations. And how the teachers and children help us understand how to process Spanish in this space. And our own assumptions and language use. Not like talking about the language. What we have done in language. Like the three systems. I will put it like this. Another thing about higher reading skills. That is the part of the... we have to go. That are the videos that Cristina does. Yes."
