Start,End,Speaker,Text
0:05:33,0:05:34,SPEAKER_00,Sí.
0:05:35,0:05:36,Patricia,¿Y cuál va a ser la historia?
0:05:37,0:05:41,SPEAKER_00,"¿Has pensado? I don't care, I just want a..."
0:05:43,0:05:46,Belén,Pero dijimos que Mario iba a caminar por dónde.
0:05:46,0:05:50,SPEAKER_00,"Wait let me see... no, actually, I want..."
0:05:50,0:05:51,Patricia,Está concentrado.
0:05:52,0:05:57,SPEAKER_00,"I want red, yellow and blue."
0:05:57,0:05:58,Patricia,Los colores de Mario.
0:05:58,0:05:59,SPEAKER_00,Sí.
0:05:59,0:06:00,Patricia,Bien.
0:06:00,0:06:01,SPEAKER_00,And brown...
0:06:01,0:06:03,Patricia,"¿Qué está pasando en tu historia, Dariel?"
0:06:04,0:06:11,SPEAKER_00,"Ooh, that was good one! That was a good one. Where is Mario...? Mario is here..."
0:06:12,0:06:13,Patricia,¿Ese es Mario?
0:06:13,0:06:17,Belén,Yes it's really good! Pero te saltaste toda esta historia.
0:06:18,0:06:20,SPEAKER_00,I'm gonna fix it...
0:06:20,0:06:23,Patricia,"Cuéntame desde el principio. No, digo contándomelo con tu boca."
0:06:23,0:06:24,SPEAKER_00,I need also a brown.
0:06:25,0:06:37,Patricia,"Un marrón. Café. Cuéntame qué pasa en el primero. Bueno, vale, me cuentas entero cómo iba, ¿no? Dices que vas a la playa con Mario."
0:06:38,0:06:39,SPEAKER_00,Y con mi otro amigo.
0:06:40,0:06:41,Patricia,¿Con otros amigos?
0:06:41,0:06:42,Speaker_00,Sí.
0:06:42,0:06:43,Patricia,¿Que no son del videojuego o sí?
0:06:44,0:06:45,SPEAKER_00,"No, de verdad."
0:06:45,0:06:50,Patricia,"Ok, personas. De verdad. ¿Y qué van a hacer en la playa?"
0:06:51,0:06:53,SPEAKER_00,Vamos a...
0:06:54,0:06:56,Patricia,¿Va a haber algún problema en tu historia o no?
0:07:01,0:07:03,Belén,¿Y qué va a hacer este Mario?
0:07:03,0:07:09,Patricia,¿Dariel? ¿O no te puedes...? Te estoy distrayendo mientras dibujas. Estuve todo el día peleando.
0:07:10,0:07:16,Belén,¿Y qué va a hacer Mario? ¿Es Dariel? ¿O no te puedes...? Te estoy distrayendo mientras dibujas.
0:07:16,0:07:20,Patricia,Estuve todo el día peleando. ¿Y qué va a hacer Mario?
0:07:20,0:07:22,Belén,¿Es Dariel? ¿O no te puedes...?
0:07:23,0:07:24,,¡Wow!
0:07:30,0:07:31,SPEAKER_00,¡Y Done!
0:07:31,0:07:38,Patricia,"Ok, cuéntame la historia ahora. Entonces, van a la playa con Mario y con otras personas reales, otros amigos. ¿Y qué pasa?"
0:07:39,0:07:41,SPEAKER_00,Mario se quitó el gorro aquí.
0:07:42,0:07:56,Patricia,¿Se quitó el gorro aquí? ¿En la tres? Ok. ¿Esta es la uno? ¿Puedo poner números? Esta es la dos. ¿Le pongo un número aquí? ¿Esta es la tres? ¿Esta es la cuatro? Ok. ¿Me estás explicando de la tres? ¿Se puso el gorro ahí?
0:07:57,0:07:58,Dariel,"No, se quitó."
0:07:58,0:08:02,Patricia,"Se quitó el gorro. Ah, porque siempre lo lleva puesto. Ok."
0:08:04,0:08:06,Dariel,... (inaudible) a lot of time...
0:08:11,0:08:17,Belén,Trece horas y más de cinco minutos. Está muy bien. Y viene así Mario. Aquí está. ¿Y ahora qué va a hacer este Mario?
0:08:17,0:08:18,Dariel,Mario...
0:08:22,0:08:29,Patricia,"¿Este es Mario? Sí. ¿Y la gorra dónde está ahora? Ponla en rojo si quieres para que se vea mejor, como aquí, ¿no?"
0:08:31,0:08:33,Dariel,Él lo puso en una caja.
0:08:33,0:08:40,Patricia,"¿Oh, no está aquí en la escena? No sale la gorra. Allá. Ok. ¿Y qué pasa en la historia? ¿Cuál es el problema en la historia? ¿Hay un problema o no?"
0:08:41,0:08:45,Dariel,No. Ok. Yo estaba haciendo fun y cosas.
0:08:46,0:08:51,Patricia,Lo está pasando bien. ¿Estás haciendo fun? ¿Dices? Me encanta como lo has dicho usando inglés.
0:08:52,0:08:57,Dariel,Sí. Y el agua ahí... ahí hay el agua.
0:08:58,0:09:00,Patricia,¿En la uno? ¿Qué pasa en el agua?
0:09:00,0:09:05,Dariel,"No, eso no es agua. Es un carro. En el carro... oh, ¿y dónde está el agua?"
0:09:06,0:09:13,Patricia,"Porque me has dicho algo del agua, ¿no? Claro, la has puesto azul. Pensaba que era... oh, ¿lo vas a colorear en marrón ahora?"
0:09:15,0:09:22,Dariel,"Mejor, ¿sí? Y a un otro carro. Ahí hay que pegar."
0:09:22,0:09:27,Belén,¿Y en dónde van a estar? 14 horas y 29 minutos.
0:09:29,0:09:37,Dariel,A un otro carro. Pa' atrás de los otros. Y lo chocó.
0:09:38,0:09:41,Patricia,¿Lo chocó? ¿Aquí en la número uno?
0:09:42,0:09:43,Dariel,"Ajá, esa es la única cosa que pasó."
0:09:44,0:09:55,Patricia,"¿Entonces lo vas a hacer con plástico y vas a hacer dos carros que se chocan? Ok, ¿y luego qué pasa? Se chocan. ¿Así es la historia ya? ¿Se chocan y ahí se acaba la historia?"
0:09:55,0:09:56,Dariel,No.
0:09:57,0:09:59,Belén,"No, la historia no va a gustar a él. No, a él le va a gustar."
0:10:00,0:10:07,Patricia,"¿Lo voy a ver en la plastilina? ¿Cuál va a ser el mensaje de tu historia, Dariel?"
0:10:07,0:10:08,Dariel,Uhm... the name of my story is umm...
0:10:09,0:10:16,Patricia,"El mensaje, ¿qué quieres decir como autor a la persona que va a ver tu historia?"
0:10:17,0:10:25,Dariel,"The name of my story, is, umm... welcome to the mario and dariel movie, at the beginning"
0:10:25,0:10:46,Patricia,¿Eso vas a decir al principio? Me encanta. ¿Pero qué quieres que las personas aprendan cuando tengas tu historia hecha con plásticos y hagas tu stop motion movie? ¿Qué vas a querer que las personas aprendan con tu movie? ¿Estás enseñándoles algo o para qué es tu movie? ¿Por qué estás viendo este movie?
0:10:46,0:10:58,Dariel,"Porque ellos en tap x o se disfrazan (fun?), pero entonces lo chocó, pero entonces eso hizo que el carro va más rápido y llegamos más rápido."
0:10:58,0:11:00,Patricia,¿Al chocar fueron más rápidos?
0:11:00,0:11:01,Dariel,Yeah.
0:11:01,0:11:04,Patricia,"Ah, fue un empujoncito, no fue un accidente, fue un empujón."
0:11:04,0:11:08,Dariel,Porque el carro es hecho de metal fuerte.
0:11:08,0:11:13,Patricia,"Oh, está hecho de metal fuerte, entonces al darle no se arrugó, no se dobló, no se estropeó."
0:11:13,0:11:24,Dariel,"Como solo se hundió un poquito, pero el carro para atrás tiene como roto, roto, roto."
0:11:25,0:11:27,Patricia,"Ajá, ahí lo veo. ¿Dónde está el roto, aquí?"
0:11:27,0:11:31,Dariel,"No, aquí, el otro carro que chocó [choquió] con este. <---- lmaooo"
0:11:31,0:11:32,Patricia,Este sí se rompió.
0:11:32,0:11:39,Dariel,Porque este es tan fuerte. Porque lo chocó y le dio tan duro. Pero el otro no era tan fuerte y se rompió.
0:11:39,0:11:50,Patricia,"Ok, pero ustedes llegan rapidísimo a la playa. Ajá, porque el carro. Ok, y entonces aquí, en la número dos, ¿qué pasó?"
0:11:51,0:11:53,Dariel,"Ah, this is boring!"""
0:11:53,0:11:57,Patricia,¿El qué? ¿Contarme tu historia? Tu historia es aburrida?
0:11:57,0:12:02,Dariel,Not my story! This is boring to talk so long.
0:12:02,0:12:04,Patricia,"Ok, ¿qué me quieres contar entonces?"
0:12:04,0:12:13,Dariel,"Mayo is walking on the little uh, you know the beaches, there's like these little rocks"
0:12:13,0:12:16,Patricia,"Ah, sí, sí, en las rocas, así caminando por las rocas."
0:12:16,0:12:25,Dariel,"Yeah, and then now, we're like, we're going to the beach -- and no that's... that and now we're on sand"
0:12:25,0:12:32,Patricia,"Oh, estáis tumbados, ¿tomando el sol? Yeah sí, estáis tomando el sol, ¿no? Tomando el sol."
0:12:32,0:12:33,Dariel,"Yes, laying down."
0:12:33,0:12:39,Patricia,"Ok. Solo en la arena. Solo en la arena, ok. ¿Y ahí están en el agua, en el número cuatro?"
0:12:39,0:12:41,Dariel,"Ajá, y fin."
0:12:41,0:12:45,Patricia,¿Fin? ¿Se van a nadar y se acabó la historia?
0:12:45,0:12:47,SPEAKER_00,Esto va a ser...
0:12:47,0:12:54,Patricia,"¿Esto va a ser qué? Esto son extra, no hace falta rellenarlos todos. ¡Guau! Mira este Super Mario."
0:12:54,0:12:59,SPEAKER_00,"No, porque en la final de la película va a ser todo negro."
0:12:59,0:13:04,Patricia,"¿Vas a querer tenerlo negro al final? ¿Así es como termina tu historia? Muy bien, Dariel."
0:13:04,0:13:12,SPEAKER_00,"Luigi, Luigi, Luigi, L-I... joe? John."
0:13:12,0:13:13,Patricia,"Buena pregunta, Jordana."
0:13:13,0:13:20,Belén,"¿Y este quién es? John. ¿Son amigos? No, Joe. Joe."
0:13:20,0:13:29,Patricia,"No, no, es Fota. ¿Cómo es el que tenemos? Luigi. Luigi. Ok, Luigi yo creo que es así."
0:13:29,0:13:30,Belén,"It's a """"G""""!"
0:13:30,0:13:40,Patricia,"¿Puede ser así? Lui-G. Sí. Ok. A ver si nos sale. ¿No es ese Luigi, no es ese? Ajá. No, no, ahí los tenemos."
0:13:41,0:14:02,SPEAKER_00,That looks like the old school Mario Kart. I can try and look at the picture. I can try i can look at lines.
0:14:02,0:14:05,Patricia,¿Está Lucas aquí hoy?
0:14:05,0:14:08,SPEAKER_00,"Lucas, sí. ¿Ya está? Sí."
0:14:11,0:14:16,Belén,"¿Cómo se desplaza? Oh, me estoy yendo a la plaza."
0:14:16,0:14:19,SPEAKER_00,¿Están haciendo un acto o algo? No.
0:14:19,0:14:29,Patricia,"Creo que ustedes el próximo día, Jordani. ¿Tienes pensada tu historia? ¿Me acuerdas? Tú todavía no tienes tu historia pensada. Mario, Mario. Hola, Jeremy."
0:14:29,0:14:30,Speaker_00,"¡Uy!, ¿qué es eso?"
0:14:30,0:14:32,Patricia,Luigi es el compañero de Mario.
0:14:32,0:14:33,SPEAKER_00,"No, es hermano."
0:14:33,0:14:34,Patricia,¿Es tu hermano?
0:14:34,0:14:36,SPEAKER_00,"Sí, el hermano."
0:14:36,0:14:37,Patricia,Oh.
0:14:38,0:14:42,SPEAKER_00,"Mario empezó a saltar. How do you spell """"jumping""""?"
0:14:41,0:14:42,Patricia,Jumping?
0:14:41,0:14:42,Speaker_00,No I said what was happening in the story
0:14:40,0:14:42,Patricia,Jumping? ¿J?
0:14:42,0:14:51,SPEAKER_00,"No, es que, ¿qué pasó cuando empezó a saltar? They was playin' around... no they was fixin' all the stuff."
0:14:51,0:14:52,Patricia,Ok.
0:14:52,0:15:09,SPEAKER_00,"No, cuz, I put Mario separate from luigi and luigi is behind him because you know, In the movie Mario, it's them jumping over stuff to house to fix something. They're jumping over stuff. Bueno, Mario en el videojuego salta, ¿no? ¿Jordani?"
0:15:09,0:15:12,Speaker_00,"No, the brother Mario, it was in the movie..."
0:15:12,0:15:13,Patricia,Ok.
0:15:13,0:15:18,SPEAKER_00,The brother... Mario... �Uh! ¡Uh!
0:15:18,0:15:21,Patricia,"Oh, en la última película que ha salido. ¿Ya la has visto?"
0:15:21,0:15:22,SPEAKER_00,Yea.
0:15:22,0:15:23,Patricia,Voy a ir con mi hijo a ver.
0:15:23,0:15:24,SPEAKER_00,¿Con quién está?
0:15:24,0:15:32,Speaker_00,El carro. Él está cansado porque ellos están corriendo porque el carro está dañado.
0:15:33,0:15:34,Patricia,Ok.
0:15:34,0:15:37,SPEAKER_00,Y no fession... fissiona [funciona] el carro.
0:15:37,0:15:39,Patricia,¿Y esta va a ser tu historia?
0:15:39,0:15:41,SPEAKER_00,Yeah. Inaudible
0:15:43,0:15:51,Patricia,"No pongas tanto detalle porque si no no te va a dar tiempo. Esto solo es el planning de tu historia, ¿verdad Jordani? No? ¿Qué hace?"
0:15:51,0:15:56,Belén,¿Jump? ¿O saltar?
0:15:56,0:15:57,SPEAKER_00,"Fixing!!! Fixing, fixing things?"
0:16:00,0:16:07,Patricia,"Fixing. Fix-ing... ing... �Puedo decir los personajes? Fixing. Perfecto. Ok, entonces Mario está fixing, y saltó y está fixing."
0:16:07,0:16:11,SPEAKER_00,Y está nadando. ¿Qué parece? ¿Cómo se dice?
0:16:11,0:16:12,Belén,"No, it's the ending, the ending, like the screen goes black."
0:16:12,0:16:17,Patricia,"¿El final? Sí, el final. Ah, el final. Sí, el final. Bueno, vamos a ver."
0:16:17,0:16:19,Belén,"A ver, por ejemplo, ¿qué dice Mario? ¿Qué dice Mario?"
0:16:29,0:16:35,Patricia,Entonces Mario está fixing. Y saltó y está fixing. Aquí. Ok.
0:16:35,0:16:45,Belén,"Bien. Ya. Y, eh, Dariel me... Está acabando. ¿Qué es? El final de la historia. No. No."
0:16:45,0:16:50,SPEAKER_00,No. Esto es el final. Como cuando se graba.
0:16:50,0:17:00,Belén,"¿Aquí? Sí, aquí es cuando está nadando. Sí, aquí cuando sale el final, dice, director. Productor, Dariel. Y Dariel. Dariel."
0:17:00,0:17:42,Patricia,"¿Ahora sí me puedo tomar una foto de tu trabajo? Jordani. Pero voy a volver a ver cuánto avanzas. ¿A ver cuánto avanzas? A menos de... �A menos de cuándo va a ser la segunda parte de la historia? Pero a Dariel, que a Dariel me va a pedir... Digo, si, Dariel. Bueno. De tus cinco con el negro al final. ¿Peleando? ¿Quién está peleando? Yo tengo. Gracias, Dariel. A ver, ¿qué pasa? A ver, ¿quiénes están? Está Lucas, está Chloe, está Marin... No. Kelsey. Está Pepita. Kaylee. Y Jeremy. ¿Y qué están haciendo? (inaudible) Kelsey, Pepe, Kaylee y Jeremy."
0:17:43,0:17:46,Speaker_00,And my name and many others.
0:17:50,0:17:53,SPEAKER_00,So we had a story...
0:17:50,0:17:53,Patricia,Me cuenta... Kelsey. cuéntame Kelsey
0:17:53,0:18:11,SPEAKER_00,"The story is about uh, we are stealing, squishmellows and we got arrested. Me and Kelsey are stealing squishmellows"
0:18:13,0:18:18,Patricia,You were stealing... ¿marshmallows? ¿Mushmallows?
0:18:18,0:18:20,Speaker_00,Yeah they're like a little...
0:18:22,0:18:25,Patricia,These are they? he green and the pink pastries?
0:18:27,0:18:31,SPEAKER_00,"All these, you aree stealing them? Yeah, and we got arrested."
0:18:31,0:18:51,Patricia,"But you know, you can make them like 3-dimensional, like you can make them stand up, Cause you're going to have a box and you can put them inside but you already have this all set up... so tell me more Kelsey about this story. What happens then?"
0:18:52,0:18:55,Belén,What happens then?
0:18:55,0:19:03,Patricia,"""Somebody comes and tells you """"what are you doing?""""""What happens? What happens? Perdón, que os estoy hablando en inglés. No, ¿les arrestan la policía?"
0:19:03,0:19:04,SPEAKER_00,"Yeah, and we got arrested."
0:19:05,0:19:07,Patricia,¿Y cómo se sienten cuando eso pasa?
0:19:08,0:19:11,Speaker_00,Muy... muy bien.
0:19:11,0:19:12,SPEAKER_00,"No, me siento feliz."
0:19:12,0:19:28,Patricia,"¡Oh, sí! ¿Ah, están contentos? ¿Cómo que están contentos? ¿Porque los arrestan? Porque se lo merecen, ¿o qué? ¿Quiénes están en la historia robando? ¿Quiénes son? ¿Kaylee tú?"
0:19:28,0:19:29,SPEAKER_00,Yeah.
0:19:29,0:19:37,Patricia,"Ah, o sea que ustedes están en esta historia. ¿Y dónde pasa la historia? ¿Qué imagen van a hacer? ¿En Target? ¿En Target van a estar robando los muñequitos?"
0:19:37,0:19:39,SPEAKER_00,Sí. Me too!
0:19:39,0:19:57,Patricia,"¿Chloe también está? Sí, Chloe quiere estar. ¿Por qué? A ver, ¿qué pasó? ¿Borraron el nombre de Chloe? ¿Por qué? ¿Too many people? Bueno, pero ¿qué va a hacer Chloe entonces? Tiene que tener un papel."
0:19:53,0:19:57,SPEAKER_00,"I dunno, but what can you do."
0:19:57,0:19:59,Patricia,¿Y la policía?
0:19:59,0:20:05,SPEAKER_00,¡I'm the jury(?)! ¡She did it! But I dunno what you can do �Pero qué hizo?
0:20:06,0:20:20,Patricia,"¿Puede ser la policía? ¿Quién quieres ser, Chloe? ¿Tú qué vas a hacer? Chloe, ¿tú qué vas a hacer?"
0:20:20,0:20:24,SPEAKER_00,¡Ella es la policía! ¡Kaylee wanted to...! ¡She's the police officer!
0:20:24,0:20:39,Patricia,"A ver, ¿qué dice Chloe? Que no la oiga. Dime, cariño. Se ha ido. ¿Qué decías, Kelsey? My name is.. her name is Kelsey, my name is... Ay, perdón, Kelsey. ¿Kaylee? No. ¿Kaylee, no?"
0:20:39,0:20:40,Kaylee,Sí.
0:20:40,0:20:44,Patricia,"A ver, ¿Kaylee, qué me decías, perdón? ¿Qué puede hacer Chloe?"
0:20:45,0:20:47,Speaker_00,She's gonna be a police officer and arrest us.
0:20:47,0:20:49,Patricia,¿Crees que le gustará ese papel?
0:20:49,0:20:50,SPEAKER_00,Yeah.
0:20:50,0:20:51,Patricia,Tenemos que preguntarla.
0:20:51,0:20:56,SPEAKER_00,But we don't have any more paper... probablemente tendríamos papel.
0:20:56,0:21:09,Patricia,"Bueno, podemos imaginarnos que son muchos colores. Este es el color de la piel de Chloe, un poquito parecido. ¿No? Ok, ¿y qué va a pasar después de que os arrestan?"
0:21:09,0:21:13,SPEAKER_00,"Uh we go to jail, and we have to... we have to..."
0:21:16,0:21:25,Patricia,"¿Nos van a llevar a la cárcel? A la cárcel de niños, espero. A ver... madre mía, qué historia más triste es esta. Ok, ¿y qué pasa cuando les llevan a la cárcel?"
0:21:25,0:21:27,SPEAKER_00,"Uhh, I don't know."
0:21:28,0:22:01,Patricia,"¿Cómo se resuelve el problema? El problema es que han robado sus muñequitos y se los llevan a la cárcel a la señorita policía Chloe. ¿Y luego qué pasa? ¿Están intentando enseñar un mensaje a la persona que vea su película o no? ¿Cuál es el mensaje que están diciendo en su película? ¿Cuál es el mensaje que están intentando decir en su película, Kelsey? Tiene que haber algún mensaje, algo que le quieran decir a la persona que vea la película. ¿No?"
0:22:05,0:22:06,SPEAKER_00,... how it works... so I'm gonna put a hat...
0:22:07,0:22:08,Patricia,¿Cómo?
0:22:08,0:22:14,SPEAKER_00,"Entonces, yo quiero poner un color de piel, así que voy a poner un... �Cómo, Kelsey? ¿Qué dijiste que no te oí?"
0:22:14,0:22:17,Patricia,Lo siento. Hay mucho ruido ahí. ¿Lo dices?
0:22:18,0:22:22,SPEAKER_00,El efecto de la historia...
0:22:23,0:22:31,Patricia,"¿El efecto de la historia? Oye, que también entiendo inglés, eh."
0:22:32,0:22:35,SPEAKER_00,So then we go a robar los cushmellows.
0:22:35,0:22:37,Patricia,"Ok, eso lo he entendido."
0:22:39,0:22:46,SPEAKER_00,"The wheel chair? Sí, eso."
0:22:46,0:22:49,Patricia,"¿Por qué lo dices? Oh, the wheel's chair (?), sorry."
0:22:49,0:22:50,SPEAKER_00,Yeah.
0:22:50,0:22:54,Patricia,"Ok, Kelsey, me estabas contando. Entonces, estábamos robando los... los cuchamelos."
0:22:54,0:22:55,SPEAKER_00,Sí. Y la policia
0:22:56,0:22:58,Patricia,¿Y la policía?
0:22:58,0:23:00,SPEAKER_00,La policía estaba...
0:23:01,0:23:02,Patricia,La policia Chloe.
0:23:01,0:23:02,SPEAKER_00,"And then they say, Oh, you're under arrest."
0:23:05,0:23:06,Patricia,Sí.
0:23:05,0:23:06,SPEAKER_00,And then we go wait -- And then there's also a weight...
0:23:12,0:23:53,Patricia,"Weight lifting? ¿Dónde, en la cárcel? Ah, en Target, pero no se lo habían llevado a la cárcel. They let me go to let me do exercises. Oh, fueron a hacer ejercicio para ponerse más fuerte. Ok. Chloe, ¿cuál es el mensaje de su historia? No, desde ahí, pero más cerca, que no te oigo bien. ¿Cuál es el mensaje de su historia?"
0:23:59,0:24:06,SPEAKER_00,"Y nosotros, yo... we... at Claire's... But I think we used ... �Una máquina?"
0:24:06,0:24:09,Patricia,"No, maquillaje. ¿Oh, de maquillaje? ¿O qué es?"
0:24:09,0:24:10,SPEAKER_00,"Sí, y... Y, candy..."
0:24:16,0:24:34,Patricia,"¿Pero qué, que lo robaron también? Oh, bueno. No, no, eso lo compraste. Eso lo compraste. Ok. ¿Esta es otra historia o es la misma historia, Chloe? ¿La misma historia?"
0:24:34,0:24:35,SPEAKER_00,Yeah.
0:24:35,0:24:47,Patricia,Ok. ¿Hay un mensaje en esta historia? ¿Algo que quieres enseñar a la persona que la vea? ¿Cuál es el mensaje? ¿Para qué estás haciendo esta historia? ¿Cuál es el mensaje?
0:24:48,0:24:50,SPEAKER_00,Porque a mi me gusta Clears
0:24:52,0:24:53,Patricia,¿Clears es un sitio?
0:24:56,0:24:57,SPEAKER_00,Claro.
0:24:59,0:25:04,Patricia,"A ti te gusta Clears, ok. Entonces quieres hacer la historia allí, ¿no? ¿Y por qué te gusta?"
0:25:04,0:25:08,SPEAKER_00,Porque alli hay mucho juego... y candy... �Ya habías estado allí antes?
0:25:15,0:25:24,Patricia,"¿Vas con tu familia allí? ¿No tanto? Ok, bueno. ¿Alguien tiene el final de su historia?"
0:25:24,0:25:25,SPEAKER_00,"We tried to sneak out, but the police caught us."
0:25:25,0:25:41,Patricia,"Okay and you tried to sneak out y que pasó? La policía Chloe. Ok, ¿y luego qué pasó? ¿Cuál es el final de la historia? ¿O hay más en la historia? Ah, fuiste a hacer ejercicio? ¿Y después?"
0:25:42,0:25:43,SPEAKER_00,¿Cómo se hace el mayo?
