Start,End,Speaker,Text
0:01:58,0:02:08,SPEAKER_02,"¡Wow! Va a ser en el parque. A ver, y Dariel, ¿qué está haciendo? ¡Wow! Es perfecto. ¿Lo has dicho? Sí."
0:02:08,0:02:13,SPEAKER_02,Yo creo que está bien así. Sí. Pero cuéntamelo. ¿O qué va a pasar en el parque y qué va a pasar?
0:02:13,0:02:22,SPEAKER_01,Voy con la profesora y la profesora. ¿Qué va a pasar? Explícale a la profesora cómo es la historia.
0:02:22,0:02:24,SPEAKER_02,"Y podemos cambiar cositas. A ver, cuéntame."
0:02:24,0:02:29,SPEAKER_01,"Cuéntale cómo me la explicaste a mi abuela. A ver, Jaden. Sí, esta es la abuela."
0:02:29,0:02:35,SPEAKER_00,Y esta es mi abuela. Y tenemos que hacer un... un...
0:02:41,0:02:43,SPEAKER_02,"Bueno, los muñequitos los vamos a hacer con plástico, ¿no?"
0:02:44,0:02:45,SPEAKER_00,No.
0:02:45,0:02:51,SPEAKER_02,"Sí. ¿Cómo los vamos a hacer? Espera, que a lo mejor él tiene otra idea, Dariel. Porque ha dicho que no."
0:02:52,0:02:54,SPEAKER_00,"Sí, sí, lo vamos a hacer con plástico."
0:02:54,0:03:05,SPEAKER_02,Vamos a hacer una Isis y vamos a hacer un Jaden. ¿Y qué va a pasar? ¿Cómo va a ser la acción? ¿Cómo va a ser la acción? ¿Cómo va a ser tu stop motion? ¿Qué va a pasar primero?
0:03:09,0:03:14,SPEAKER_00,"¿Queda revisar lo que escribimos primero? No, no, no, no."
0:03:15,0:03:29,SPEAKER_02,"¿Le puedo sacar una foto? Oh, oh, ¿qué escribieron aquí? Un montón de palabras. Vamos a hacer una foto de tu... de tu... movie. Espera, primero que la coloque. Ahora le puedes apretar. ¿Le quieres apretar tú?"
0:03:30,0:03:31,SPEAKER_01,"Jaden, ¿le quieres apretar?"
0:03:31,0:03:34,SPEAKER_02,¿Al botón? ¿Aquí? La aprieto yo.
0:03:34,0:03:35,SPEAKER_01,Mira para ti y mira ahí.
0:03:36,0:03:48,SPEAKER_02,"Ahí, perfecto. Gracias. Este es el de Jaden y Isis. ¿Es verdad? ¿Me cuentas? ¿Ahí qué pusieron? ¿Me?"
0:03:50,0:03:54,SPEAKER_00,"¿Isis? Isis. Me, fighting Isis."
0:03:54,0:04:26,SPEAKER_02,"Fighting Isis. Buen título, ¿no? Porque de eso es la historia. ¿Y qué quieres decirle a las personas que vean tu historia? ¿Qué mensaje estás dando como autor? Tú eres el autor de la historia. ¿Cuál es tu mensaje? Al lector. Tiene que haber un mensaje, ¿no? Sí. A ver, Dariel, ¿puedo sacarle foto? Oh, tú todavía no has terminado. Le saco foto después."
0:04:26,0:04:28,SPEAKER_01,"Sí, porque está cambiando un poco la historia."
0:04:29,0:04:30,SPEAKER_02,"Cuéntame, Dariel."
0:04:31,0:04:37,SPEAKER_00,"Está viendo Mario con nosotros. ¿Puedo usar un arraigador? Espera un segundo. ¡Ah, me he arruinado!"
0:04:39,0:04:42,SPEAKER_01,Gracias. Dariel y...
0:04:43,0:04:51,SPEAKER_02,"¡Mario! Dariel y Mario, ¿ese es tu título? No, aquí pone que el título es The Bee."
0:04:53,0:04:55,SPEAKER_01,"¿Ese es el título de tu historia, Dariel?"
0:04:55,0:04:58,SPEAKER_02,"Dariel y Mario, ¿va a ser tu título? Sí."
0:04:58,0:05:05,SPEAKER_00,"Sí, mi nombre es Mario también. Lo has cambiado. Mi nombre es Mario también. Perdona, recuérdame tu nombre, que se me olvidó. ¿Es Mario?"
0:05:05,0:05:08,SPEAKER_02,¿Recuérdame tu nombre? ¿Recuérdame tu nombre? Jordani.
0:05:08,0:05:09,SPEAKER_01,"Jordani, perdón, Jordani."
0:05:09,0:05:12,SPEAKER_02,"A ver, Jordani, dime, ¿qué estás buscando en el teléfono?"
0:05:12,0:05:14,SPEAKER_00,Hacer Mario.
0:05:14,0:05:17,SPEAKER_02,"¿Quieres hacer Mario también? Ya lo tenías hecho, estaba súper bien."
0:05:17,0:05:19,SPEAKER_01,"Sí, pero no me gustó."
0:05:20,0:05:28,SPEAKER_00,¿No te gustó tanto? Y ahora quiero hacer un Easy. ¿Cómo? Un Easy version.
0:05:28,0:05:30,SPEAKER_02,¿Un Easy version? ¿Para poderlo dibujar mejor?
0:05:31,0:05:34,SPEAKER_00,¿Eso? ¿Puedo usar el arraigador? Sí.
0:05:35,0:05:36,SPEAKER_02,¿Y cuál va a ser la historia?
0:05:37,0:05:41,SPEAKER_00,"¿Has pensado? No me importa, solo quiero..."
0:05:43,0:05:46,SPEAKER_01,Pero dijimos que Mario iba a caminar por dónde.
0:05:46,0:06:01,SPEAKER_00,"Espera, déjame ver, déjame ver. No, actually, quiero... está concentrado. Quiero red, yellow and blue. Los colores de Mario. Sí. Bien. Y rojo."
0:06:01,0:06:03,SPEAKER_02,"¿Qué está pasando en tu historia, Dariel?"
0:06:04,0:06:11,SPEAKER_00,¡Ese fue un buen! Ese fue un buen. Where is Mario...? Mario is here...
0:06:12,0:06:13,SPEAKER_02,¿Ese es Mario?
0:06:13,0:06:17,SPEAKER_01,"Sí, es muy bueno. Pero te saltaste toda esta historia."
0:06:18,0:06:20,SPEAKER_00,Voy a arreglarlo.
0:06:20,0:06:23,SPEAKER_02,"Cuéntame desde el principio. No, digo contándomelo con tu boca."
0:06:23,0:06:24,SPEAKER_00,Y marrón.
0:06:24,0:06:45,SPEAKER_02,"Necesito también un rojo. Un marrón. Café. Cuéntame qué pasa en el primero. Bueno, vale, me cuentas entero cómo iba, ¿no? Dices que vas a la playa con Mario. Y con mi otro amigo. ¿Con otros amigos? Sí. ¿Que no son del videojuego o sí? No, de verdad."
0:06:45,0:06:48,SPEAKER_01,"Ok, personas. De verdad. De verdad."
0:06:49,0:06:50,SPEAKER_02,¿Y qué van a hacer en la playa?
0:06:51,0:07:04,SPEAKER_00,Vamos a... �Va a haber algún problema en tu historia o no? ¿Y qué va a hacer este Mario? ¿Es Dariel?
0:07:04,0:07:07,SPEAKER_01,¿O no te puedes...? Te estoy distrayendo mientras dibujas.
0:07:07,0:07:09,SPEAKER_02,Estuve todo el día peleando.
0:07:10,0:07:16,SPEAKER_01,¿Y qué va a hacer Mario? ¿Es Dariel? ¿O no te puedes...? Te estoy distrayendo mientras dibujas.
0:07:16,0:07:20,SPEAKER_02,Estuve todo el día peleando. ¿Y qué va a hacer Mario?
0:07:20,0:07:22,SPEAKER_01,¿Es Dariel? ¿O no te puedes...?
0:07:23,0:07:31,SPEAKER_00,¡Wow! ¡Ya está!
0:07:31,0:07:38,SPEAKER_02,"Ok, cuéntame la historia ahora. Entonces, van a la playa con Mario y con otras personas reales, otros amigos. ¿Y qué pasa?"
0:07:39,0:07:41,SPEAKER_00,Mario se quitó el gorro aquí.
0:07:42,0:07:56,SPEAKER_02,¿Se quitó el gorro aquí? ¿En la tres? Ok. ¿Esta es la uno? ¿Puedo poner números? Esta es la dos. ¿Le pongo un número aquí? ¿Esta es la tres? ¿Esta es la cuatro? Ok. ¿Me estás explicando de la tres? ¿Se puso el gorro ahí?
0:07:57,0:07:59,SPEAKER_00,"No, se quitó. Se quitó el gorro."
0:08:00,0:08:02,SPEAKER_02,"Ah, porque siempre lo lleva puesto. Ok."
0:08:04,0:08:06,SPEAKER_00,Es mucho tiempo.
0:08:11,0:08:17,SPEAKER_01,Trece horas y más de cinco minutos. Está muy bien. Y viene así Mario. Aquí está. ¿Y ahora qué va a hacer este Mario?
0:08:17,0:08:19,SPEAKER_00,Mario... mario...
0:08:22,0:08:29,SPEAKER_02,"¿Este es Mario? Sí. ¿Y la gorra dónde está ahora? Ponla en rojo si quieres para que se vea mejor, como aquí, ¿no?"
0:08:31,0:08:33,SPEAKER_00,Él lo puso en una parte.
0:08:33,0:08:40,SPEAKER_02,"¿Oh, no está aquí en la escena? No sale la gorra. Allá. Ok. ¿Y qué pasa en la historia? ¿Cuál es el problema en la historia? ¿Hay un problema o no?"
0:08:41,0:08:47,SPEAKER_00,No. Ok. Yo estaba haciendo fun y cosas. Lo está pasando bien.
0:08:47,0:08:48,SPEAKER_01,¿Estás haciendo fun?
0:08:48,0:08:51,SPEAKER_02,¿Dices? Me encanta como lo has dicho usando inglés.
0:08:52,0:08:57,SPEAKER_00,Sí. Ahí hay el agua. Ahí. Ahí hay el agua.
0:08:58,0:09:00,SPEAKER_02,¿En la uno? ¿Qué pasa en el agua?
0:09:00,0:09:05,SPEAKER_00,"No, eso no es agua. Es un carro. En el carro... oh, ¿y dónde está el agua?"
0:09:06,0:09:13,SPEAKER_02,"Porque me has dicho algo del agua, ¿no? Claro, la has puesto azul. Pensaba que era... oh, ¿lo vas a colorear en marrón ahora?"
0:09:15,0:09:22,SPEAKER_00,"Mejor, ¿sí? Y a un otro carro. Ahí hay que pegar."
0:09:22,0:09:27,SPEAKER_01,¿Y en dónde van a estar? 14 horas y 29 minutos.
0:09:29,0:09:39,SPEAKER_00,A un otro carro. Pa' atrás de los otros. Y lo chocó. ¿Lo chocó?
0:09:40,0:09:41,SPEAKER_02,¿Aquí en la número uno?
0:09:42,0:09:43,SPEAKER_00,"Ajá, esa es la única cosa que pasó."
0:09:44,0:09:56,SPEAKER_02,"¿Entonces lo vas a hacer con plástico y vas a hacer dos carros que se chocan? Ok, ¿y luego qué pasa? Se chocan. ¿Así es la historia ya? ¿Se chocan y ahí se acaba la historia? No."
0:09:57,0:09:59,SPEAKER_01,"No, la historia no va a gustar a él. No, a él le va a gustar."
0:10:00,0:10:04,SPEAKER_00,¿Lo voy a ver en la plastilina?
0:10:04,0:10:16,SPEAKER_02,"¿Cuál va a ser el mensaje de tu historia, Dariel? Dariel: uhm... the name of my story is umm... el mensaje, ¿qué quieres decir como autor a la persona que va a ver tu historia?"
0:10:17,0:10:29,SPEAKER_00,"Dariel: The name of my story, is, umm... dariel: Welcome to the mario and dariel movie, at the beginning �Eso vas a decir al principio? Me encanta."
0:10:31,0:10:46,SPEAKER_02,¿Pero qué quieres que las personas aprendan cuando tengas tu historia hecha con plásticos y hagas tu stop motion movie? ¿Qué vas a querer que las personas aprendan con tu movie? ¿Estás enseñándoles algo o para qué es tu movie? ¿Por qué estás viendo este movie?
0:10:46,0:11:00,SPEAKER_00,"Porque ellos en tap x o se disfrazan (fun?), pero entonces lo chocó, pero entonces eso hizo que el carro va más rápido y llegamos más rápido. ¿Al chocar fueron más rápidos?"
0:11:00,0:11:13,SPEAKER_02,"Sí. Ah, fue un empujoncito, no fue un accidente, fue un empujón. Porque el carro es hecho de metal fuerte. Oh, está hecho de metal fuerte, entonces al darle no se arrugó, no se dobló, no se estropeó."
0:11:13,0:11:24,SPEAKER_00,"Como solo se hundió un poquito, pero el carro para atrás tiene como roto, roto, roto."
0:11:25,0:11:31,SPEAKER_02,"Ajá, ahí lo veo. ¿Dónde está el roto, aquí? No, aquí, el otro carro que chocó [choquió] con este. <---- lmaooo"
0:11:31,0:11:39,SPEAKER_00,Este sí se rompió. Porque este es tan fuerte. Porque lo chocó y le dio tan duro. Pero el otro no era tan fuerte y se rompió.
0:11:39,0:11:53,SPEAKER_02,"Ok, pero ustedes llegan rapidísimo a la playa. Ajá, porque el carro. Ok, y entonces aquí, en la número dos, ¿qué pasó? Dariel: Ah, this is boring!"
0:11:53,0:12:25,SPEAKER_00,"¿El qué? ¿Contarme tu historia? Tu historia es aburrida? Dariel: Not my story! This is boring to talk so long. Ok, ¿qué me quieres contar entonces? Mayo is walking on the little uh, you know the beaches, there's like these little rocks ah, sí, sí, en las rocas, así caminando por las rocas. Yeah, and then now, we're like, we're going to the beach -- and no that's... that and now we're on sand"
0:12:25,0:12:36,SPEAKER_02,"Oh, estáis tumbados, ¿tomando el sol? Yeah sí, estáis tomando el sol, ¿no? Tomando el sol. Yes, laying down. Ok. Solo en la arena. Solo en la arena, ok."
0:12:36,0:12:39,SPEAKER_00,"¿Y ahí están en el agua, en el número cuatro?"
0:12:39,0:12:45,SPEAKER_02,"Ajá, y fin. ¿Fin? ¿Se van a nadar y se acabó la historia?"
0:12:45,0:12:48,SPEAKER_00,Esto va a ser... �Esto va a ser qué?
0:12:48,0:12:54,SPEAKER_02,"Esto son extra, no hace falta rellenarlos todos. ¡Guau! Mira este Super Mario."
0:12:54,0:12:59,SPEAKER_00,"No, porque en la final de la película va a ser todo negro."
0:12:59,0:13:04,SPEAKER_02,"¿Vas a querer tenerlo negro al final? ¿Así es como termina tu historia? Muy bien, Dariel."
0:13:04,0:13:12,SPEAKER_00,"Luigi, Luigi, Luigi, L-I... joe? John."
0:13:12,0:13:23,SPEAKER_01,"Buena pregunta, Jordana. ¿Y este quién es? John. ¿Son amigos? No, Joe. Joe. No, no, es Fota."
0:13:23,0:13:29,SPEAKER_02,"¿Cómo es el que tenemos? Luigi. Luigi. Ok, Luigi yo creo que es así."
0:13:29,0:13:30,SPEAKER_01,"It's a ""G""!"
0:13:30,0:13:40,SPEAKER_02,"¿Puede ser así? Lui-G. Sí. Ok. A ver si nos sale. ¿No es ese Luigi, no es ese? Ajá. No, no, ahí los tenemos."
0:13:41,0:14:08,SPEAKER_00,"That's like the old school Mario Kart. Puedo intentarlo mirando la foto. ¿Cuándo? Puedo intentarlo mirando la línea. ¿Está Lucas aquí hoy? Lucas, sí. ¿Ya está? Sí."
0:14:11,0:14:16,SPEAKER_01,"¿Cómo se desplaza? Oh, me estoy yendo a la plaza."
0:14:16,0:14:19,SPEAKER_00,¿Están haciendo un acto o algo? No.
0:14:19,0:14:33,SPEAKER_02,"Creo que ustedes el próximo día, Jordani. ¿Tienes pensada tu historia? ¿Me acuerdas? Tú todavía no tienes tu historia pensada. Mario, Mario. Hola, Jeremy. ¡Uy!, ¿qué es eso? Luigi es el compañero de Mario. No, es hermano."
0:14:33,0:14:40,SPEAKER_00,"¿Es tu hermano? Sí, el hermano. Oh. Mario empezó a saltar."
0:14:41,0:14:42,SPEAKER_02,"How do you spell ""jumping""? Jumping? No I said what was happening in the story"
0:14:40,0:14:41,SPEAKER_00,Jumping?
0:14:41,0:14:42,SPEAKER_02,¿J?
0:14:42,0:15:09,SPEAKER_00,"No, es que, ¿qué pasó cuando empezó a saltar? They was playin' around... no they was fixin' all the stuff. Ok. No, cuz, I put Mario separate from luigi and luigi is behind him because you know, In the movie Mario, it's them jumping over stuff to house to fix something. They're jumping over stuff. Bueno, Mario en el videojuego salta, ¿no?"
0:15:09,0:15:13,SPEAKER_02,"No, the brother Mario, in the movie... ok."
0:15:13,0:15:24,SPEAKER_00,"The brother... Mario... �Uy! ¡Uy! Oh, en la última película que ha salido. ¿Ya la has visto? Sí. Voy a ir con mi hijo a ver. ¿Con quién está?"
0:15:24,0:15:32,SPEAKER_02,El carro. Él está cansado porque ellos están corriendo porque el carro está dañado.
0:15:33,0:15:42,SPEAKER_00,Ok. Y no fession... fissiona [funciona] el carro. ¿Y esta va a ser tu historia? Sí. ¿Esto se puede ver? Sí.
0:15:42,0:15:43,SPEAKER_02,¿No?
0:15:43,0:15:50,SPEAKER_00,"No pongas tanto detalle porque si no no te va a dar tiempo. Esto solo es el planning de tu historia, ¿verdad Jordani? No."
0:15:50,0:15:51,SPEAKER_02,¿Qué hace?
0:15:51,0:15:56,SPEAKER_01,"¿Jump? ¿No? En tu vestido. Ok, déjame ver. ¿O saltar?"
0:15:56,0:15:59,SPEAKER_00,"Fixing!!! Fixing, fixing things? ¿Pues venga? Fix."
0:16:00,0:16:07,SPEAKER_02,"Fixing. Fix-ing... �Puedo decir los personajes? Fixing. Perfecto. Ok, entonces Mario está fixing, y saltó y está fixing."
0:16:07,0:16:11,SPEAKER_00,Y está acabando. ¿Qué parece? ¿Cómo se dice?
0:16:11,0:16:12,SPEAKER_01,"No, it's the ending, the ending, like the screen goes black."
0:16:12,0:16:17,SPEAKER_02,"¿El final? Sí, el final. Ah, el final. Sí, el final. Bueno, vamos a ver."
0:16:17,0:16:19,SPEAKER_01,"A ver, por ejemplo, ¿qué dice Mario? ¿Qué dice Mario?"
0:16:29,0:16:35,SPEAKER_02,Entonces Mario está fixing. Y saltó y está fixing. Aquí. Ok.
0:16:35,0:16:45,SPEAKER_01,"Bien. Ya. Y, eh, Dariel me... está acabando. ¿Qué es? El final de la historia. No. No."
0:16:45,0:16:50,SPEAKER_00,No. Esto es el final. Como cuando se graba.
0:16:50,0:17:03,SPEAKER_01,"¿Aquí? Sí, aquí es cuando está nadando. Sí, aquí cuando sale el final, dice, director. Productor, Dariel. Y Dariel. Dariel. ¿Ahora sí me puedo tomar una foto de tu trabajo? Todo Dariel."
0:17:03,0:17:09,SPEAKER_02,Jordani. Pero voy a volver a ver cuánto avanzas. ¿A ver cuánto avanzas? A menos de...
0:17:09,0:17:12,SPEAKER_01,"¿A menos de cuándo va a ser la segunda parte de la historia? Pero a Dariel, que a Dariel me va a pedir..."
0:17:12,0:17:19,SPEAKER_02,"Digo, si, Dariel. Bueno. De tus cinco con el negro al final. ¿Peleando? ¿Quién está peleando?"
0:17:19,0:17:23,SPEAKER_01,"Yo tengo. Gracias, Dariel. A ver, ¿qué pasa? A ver, ¿quiénes están?"
0:17:23,0:17:25,SPEAKER_02,"Está Lucas, está Chloe, está Marin... no."
0:17:25,0:17:46,SPEAKER_02,"Kelsey. Está Pepita. Kaylee. Y Jeremy. ¿Y qué están haciendo? (inaudible) Kelsey, Pepe, Kaylee y Jeremy. Y mi nombre y hay muchos más."
0:17:50,0:18:16,SPEAKER_00,"So we had a story... me cuenta... Kelsey. cuéntame Kelsey the story is about uh, we are stealing, squishmellows and we got arrested. Me and Kelsey are stealing marshmallows you were stealing... ¿marshmallows?"
0:18:17,0:18:20,SPEAKER_02,¿Marshmallows? Yeah they're like a little...
0:18:22,0:18:31,SPEAKER_00,"These, the green and the pink pastries? All these, you aree stealing them? Yeah, and we got arrested."
0:18:31,0:18:41,SPEAKER_02,"But you know, you can make them like 3-dimensional, like you can make them stand up, Cause you're going to have a box and you can put them inside"
0:18:42,0:18:48,SPEAKER_01,But you already have this all set up...
0:18:48,0:18:51,SPEAKER_02,So tell me more Kelsey about this story. What happens then?
0:18:52,0:18:55,SPEAKER_01,What happens then?
0:18:55,0:19:11,SPEAKER_02,"Somebody comes and tells you ""what are you doing?"" What happens? Perdón, que os estoy hablando en inglés. No, ¿les arrestan la policía? Sí. ¿Y cómo se sienten cuando eso pasa? Muy... muy bien."
0:19:11,0:19:12,SPEAKER_00,"No, me siento feliz."
0:19:12,0:19:28,SPEAKER_02,"¡Oh, sí! ¿Ah, están contentos? ¿Cómo que están contentos? ¿Porque los arrestan? Porque se lo merecen, ¿o qué? ¿Quiénes están en la historia robando? ¿Quiénes son? ¿Kaylee tú?"
0:19:28,0:19:29,SPEAKER_00,Sí.
0:19:29,0:19:41,SPEAKER_02,"Ah, o sea que ustedes están en esta historia. ¿Y dónde pasa la historia? ¿Qué imagen van a hacer? ¿En Target? ¿En Target van a estar robando los muñequitos? Sí. Me too! ¿Chloe también está? Sí, Chloe quiere estar."
0:19:41,0:19:57,SPEAKER_00,"¿Por qué? ¿Por qué? A ver, ¿qué pasó? ¿Borraron el nombre de Chloe? ¿Por qué? ¿Too many people? Bueno, pero ¿qué va a hacer Chloe entonces? Tiene que tener un papel. I dunno, but what can you do."
0:19:57,0:19:59,SPEAKER_02,¿Y la policía?
0:19:59,0:20:05,SPEAKER_00,¡Lo logró! ¡Ella! No sé si lo logró. ¿Pero qué hizo?
0:20:06,0:20:11,SPEAKER_02,"¿Puede ser la policía? ¿Quién quieres ser, Chloe? ¿Tú qué vas a hacer?"
0:20:18,0:20:20,SPEAKER_00,"Chloe, ¿tú qué vas a hacer?"
0:20:20,0:20:22,SPEAKER_01,¡Ella es la policía!
0:20:22,0:20:24,SPEAKER_00,¡Estoy bromeando! ¡Ella es la policía!
0:20:24,0:20:47,SPEAKER_02,"A ver, ¿qué dice Chloe? Que no la oiga. Dime, cariño. Se ha ido. ¿Qué decías, Kelsey? My name is.. her name is Kelsey, my name is... ay, perdón, Kelsey. ¿Kaylee? No. ¿Kaylee, no? Sí. A ver, ¿Kaylee, qué me decías, perdón? ¿Qué puede hacer Chloe? She's gonna be a police officer and arrest us."
0:20:47,0:20:50,SPEAKER_00,¿Crees que le gustará ese papel? Sí.
0:20:50,0:20:54,SPEAKER_02,Tenemos que preguntarla. But we don't have any more paper...
0:20:54,0:20:56,SPEAKER_00,Probablemente tendríamos papel.
0:20:56,0:21:11,SPEAKER_02,"Bueno, podemos imaginarnos que son muchos colores. Este es el color de la piel de Chloe, un poquito parecido. ¿No? Ok, ¿y qué va a pasar después de que os arrestan? Uh we go to jail, and we have to..."
0:21:11,0:21:15,SPEAKER_00,We have to... tienen que...
0:21:16,0:22:01,SPEAKER_02,"¿Nos van a llevar a la cárcel? A la cárcel de niños, espero. A ver... madre mía, qué historia más triste es esta. Ok, ¿y qué pasa cuando les llevan a la cárcel? Uhh, I don't know. ¿Cómo se resuelve el problema? El problema es que han robado sus muñequitos y se los llevan a la cárcel a la señorita policía Chloe. ¿Y luego qué pasa? ¿Están intentando enseñar un mensaje a la persona que vea su película o no? ¿Cuál es el mensaje que están diciendo en su película? ¿Cuál es el mensaje que están intentando decir en su película, Kelsey? Tiene que haber algún mensaje, algo que le quieran decir a la persona que vea la película. ¿No?"
0:22:02,0:22:14,SPEAKER_00,"¿Qué es el color de la piel de Chloe? ... how it works... so I'm gonna put a hat... �Cómo? Entonces, yo quiero poner un color de piel, así que voy a poner un... �Cómo, Kelsey? ¿Qué dijiste que no te oí?"
0:22:14,0:22:17,SPEAKER_02,Lo siento. Hay mucho ruido ahí. ¿Lo dices?
0:22:18,0:22:25,SPEAKER_00,El efecto de la historia... �El efecto de la historia?
0:22:29,0:22:31,SPEAKER_02,"Oye, que también entiendo inglés, eh."
0:22:32,0:22:46,SPEAKER_00,"So then we go a robar los cushmellows. Ok, eso lo he entendido. The wheel chair? Sí, eso."
0:22:46,0:22:47,SPEAKER_02,¿Por qué lo dices?
0:22:47,0:22:49,SPEAKER_00,"Oh, the wheel's chair (?), sorry."
0:22:49,0:22:58,SPEAKER_02,"Sí. Ok, Kelsey, me estabas contando. Entonces, estábamos robando los... los cuchamelos. Sí. Y la policia �Y la policía?"
0:22:58,0:23:16,SPEAKER_00,"La policía estaba... la policia Chloe. And then they say, ""Oh, you're under arrest."" Sí. And then we go wait -- And then there's also a weight... �Llevar la pesa? ¿Dónde, en la cárcel?"
0:23:18,0:23:25,SPEAKER_02,"Ah, en Target, pero no se lo habían llevado a la cárcel. They let me go to let me do exercises."
0:23:29,0:23:39,SPEAKER_00,"Oh, fueron a hacer ejercicio para ponerse más fuerte. Ok. Chloe, ¿cuál es el mensaje de su historia?"
0:23:48,0:23:50,SPEAKER_01,"No, desde ahí, pero más cerca, que no te oigo bien."
0:23:51,0:23:53,SPEAKER_02,¿Cuál es el mensaje de su historia?
0:23:59,0:24:06,SPEAKER_00,"Y nosotros, yo... ... But I think we used ... �Una máquina?"
0:24:06,0:24:09,SPEAKER_02,"No, maquillaje. ¿Oh, de maquillaje? ¿O qué es?"
0:24:09,0:24:25,SPEAKER_00,"Sí, y... Y, candy... �Pero qué, que lo robaron también? Oh, bueno. No, no, eso lo compraste. Eso lo compraste. Ok."
0:24:25,0:24:27,SPEAKER_02,"¿Esta es otra historia o es la misma historia, Chloe?"
0:24:33,0:24:35,SPEAKER_00,¿La misma historia? Ya.
0:24:35,0:24:47,SPEAKER_02,Ok. ¿Hay un mensaje en esta historia? ¿Algo que quieres enseñar a la persona que la vea? ¿Cuál es el mensaje? ¿Para qué estás haciendo esta historia? ¿Cuál es el mensaje?
0:24:48,0:24:53,SPEAKER_00,Porque a mi me gusta Clears �Clears es un sitio?
0:24:56,0:24:57,SPEAKER_01,Claro.
0:24:59,0:25:02,SPEAKER_00,"A ti te gusta Clears, ok. Entonces quieres hacer la historia allí, ¿no?"
0:25:02,0:25:05,SPEAKER_02,¿Y por qué te gusta? Porque alli hay mucho juego... y candy...
0:25:06,0:25:16,SPEAKER_00,¿Ya habías estado allí antes? ¿Vas con tu familia allí?
0:25:18,0:25:19,SPEAKER_02,¿No tanto?
0:25:22,0:25:24,SPEAKER_00,"Ok, bueno. ¿Alguien tiene el final de su historia?"
0:25:24,0:25:26,SPEAKER_02,"We tried to sneak out, but the police caught us. Okay and you tried to sneak out y que pasó?"
0:25:31,0:25:32,SPEAKER_00,La policía Chloe.
0:25:33,0:25:37,SPEAKER_02,"Ok, ¿y luego qué pasó? ¿Cuál es el final de la historia? ¿O hay más en la historia?"
0:25:38,0:25:47,SPEAKER_00,"Ah, fuiste a hacer ejercicio? ¿Y después? ¿Cómo se hace el mayo? ¿Un poco blanco, en serio? ¿Sí?"
0:25:48,0:25:54,SPEAKER_01,"¿Qué es eso? ¿Un poco blanco, en serio?"
0:25:55,0:25:56,SPEAKER_00,"Yo le saco una foto al tuyo, Chloe."
0:25:57,0:26:01,SPEAKER_01,Pero está bien porque no hay persona que me lo saque. ¡Amarillo!
0:26:02,0:26:03,SPEAKER_00,¿Tú tienes una cámara?
0:26:04,0:26:14,SPEAKER_02,"Pensé que me pedías a mí. ¿Este es el tuyo, Chloe? ¡Check foto! La muñequita con el pelo negro. Ok, Kelsey. ¿Me vas a contar más de la historia?"
0:26:24,0:26:37,SPEAKER_00,Y los cushmellows �Esto? ¿Qué es eso? ¿Es la cabeza? ¿Así? Sí. ¿Pero vamos a preguntar a ella?
