Start,End,Speaker,Text
0:04:10,0:04:14,SPEAKER_06,"Yes. Oh, it's a basketball."
0:04:14,0:04:16,?,"Oh, wow."
0:04:16,0:04:17,Belen,That's good.
0:04:17,0:04:19,Cristina,Or it's a trash can.
0:04:19,0:04:23,SPEAKER_06,"Oh, a trash can ball. Because it's on the ground."
0:04:23,0:04:24,SPEAKER_02,I think it's a rubber ball.
0:04:24,0:04:28,Joe,Bounced off the rim. Making this take longer than it has to. Sorry.
0:04:30,0:04:33,Cristina,Jo's like doing a swirl thing to switch. I have a centimeter over.
0:04:33,0:04:34,Joe,"Well, it's slowing down."
0:04:34,0:04:38,Patricia,"Yeah, the point is it's not going to. Make it switch."
0:04:38,0:04:41,None,"He's a professional, okay? Actually."
0:04:41,0:04:43,Cristina,"Oh, now he's tucking it in."
0:04:43,0:04:45,Joe,Made one earlier today. Made an animation.
0:04:45,0:04:47,Cristina,You did? Just cuz?
0:04:47,0:04:53,Joe,"No, for a class. We were actually, yeah, I'm in a new media class and we're doing animation right now. I really want to barge into that clay room you guys have."
0:04:53,0:05:06,Patricia,I'm thinking that we might want to get more of these setups. Like more lights on the glass. Yeah. And have several going on at the same time. For the next time. So it's not so slow to get through all the chip train.
0:05:06,0:05:09,Belen,And once you finish taking the picture.
0:05:09,0:05:21,Joe,"Yeah, so what I just did. So we were in here and I go back out. That brings you to the timeline. And I just scroll back to the beginning and hit play. Bounce."
0:05:21,0:05:23,Patricia,"Wow, that's so cool. Boing, boing, boing."
0:05:23,0:05:24,SPEAKER_06,"Oh, that's so cool."
0:05:24,0:05:28,Joe,"And then if you want to export it like the way I got it here, you go back out to."
0:05:28,0:05:30,SPEAKER_02,Can you change the speed at which you see different things?
0:05:31,0:05:46,Joe,"Yeah, you can do a different frame rate. I put it on this one just so that they get the most out of their photos. It lasts the longest. It's the slowest one that they let you set it to, I believe. Here, let me."
0:05:46,0:05:52,Belen,You save it on your phone. Yeah. And then you can.
0:05:52,0:05:54,Patricia,"It's the same one, right?"
0:05:54,0:05:55,Joe,"Oh, yeah, you got the app."
0:05:55,0:05:59,Patricia,"Oh, yeah. There's one called Pro, but I didn't do that."
0:05:59,0:06:13,Joe,"Here, yeah, frame speed is five per second. Oh, I guess you can change it to one frame per second if you wanted to. But, yeah, so I have it at five per second. Video, like when you go to the movies, is usually 30 or 60 frames per second."
0:06:13,0:06:16,Patricia,Is this sophisticated enough to add voice?
0:06:16,0:06:17,Joe,Yeah.
0:06:17,0:06:20,Patricia,"I noticed you added music, but that was through the PowerPoint."
0:06:20,0:06:28,Joe,"Yeah, I did that on my own software outside of this. But you can do it in the app if you buy the Pro version, which I have."
0:06:29,0:06:30,Patricia,How much is it?
0:06:30,0:06:32,Joe,It's like $10.
0:06:32,0:06:37,Angela,"I also think it might be worth, like, if you want to just work on the computer, when you add stuff, it might."
0:06:37,0:06:45,Joe,"Yeah, we can also, if they want to add in audio, they can record it separately, and I can put it in there for them. Or in the PowerPoint? Or I can."
0:06:45,0:06:46,Angela,"IMovie, or like, phone, right?"
0:06:46,0:06:53,Joe,"Yeah, iMovie is free. There's one on Windows that I don't remember the name of. It's like media something."
0:06:53,0:07:01,SPEAKER_02,"But how would you do that? Like, every time you load everything to iMovie, it's just like you can feel the beast working out of that computer. Yeah, you're like, rawr."
0:07:01,0:07:12,Joe,"How would we do that? We could, in theory, use their computers to use their Windows application that lets them edit video and add audio. There's a free one that comes with every Windows computer."
0:07:12,0:07:13,Patricia,In Windows.
0:07:13,0:07:15,Joe,"Yeah. Yeah, I'm forgetting."
0:07:15,0:07:16,Patricia,On PC or Mac.
0:07:16,0:07:19,Joe,They each have their own free version.
0:07:19,0:07:23,Patricia,"Yeah, because I'm thinking in the PowerPoint, you know, when I work. No. It's just one video."
0:07:23,0:07:26,Cristina,"No, that wouldn't work. Every time. It's like, where are we going?"
0:07:26,0:07:30,Joe,There's a software media something. Yeah. Let me look it up.
0:07:33,0:07:35,Patricia,We have to see if we can do it in the iPads that we have.
0:07:35,0:07:36,Cristina,Yes.
0:07:36,0:07:46,Patricia,"Well, if we have iPads. And if we can download this application so that the children have some independence to, like, it would be nice for them to navigate the program."
0:07:46,0:07:51,Joe,"For sure, yeah. Yeah, if we want to try to set it up on the iPads, we could do iMovie on there, too. Yeah."
0:07:51,0:07:57,Patricia,"So maybe we need to buy a few more of these. Those are expensive. Three, maybe, to have three."
0:07:57,0:08:00,Belen,I want to add on.
0:08:00,0:08:10,SPEAKER_02,"The art teacher is doing, like, movies with the seventh graders. So they did a diorama. But she has, like, a..."
0:08:10,0:08:13,Patricia,"What are they? Art teacher? Ah, the art teacher."
0:08:13,0:08:31,SPEAKER_02,"La profe de arte. Y tiene como unos atriles para el iPad. Entonces el iPad está fijo. Y los alumnos tenían su diorama, su cajita. So they have the iPad in front of them. So that was fixed instead of the glass. That's an alternative, too. You have, like, kind of a situation."
0:08:31,0:08:32,Joe,Like a cardboard box.
0:08:32,0:08:49,SPEAKER_02,"And it's 3D, but they make almost, like, these dividers for testing. You know, like, that alone. And then they created a scene. And then because the iPad was fixed, they moved stuff around that was 3D. It could be clay. So instead of mounting, it was, like, a... She has a panel. So that's also an alternative. You're working with iPads."
0:08:49,0:08:50,Joe,Yeah.
0:08:50,0:08:54,SPEAKER_02,"If you have, like, a stand for the iPad, you just leave the iPad alone."
0:08:54,0:08:55,Joe,We could look at that.
0:08:55,0:08:57,Patricia,And what did she use? She used photographs like this?
0:08:57,0:09:03,SPEAKER_02,"No, the students were working on the diorama. So they filled stuff with clay. They built a scene."
0:09:03,0:09:04,Patricia,But then they photographed?
0:09:04,0:09:06,SPEAKER_02,"Yeah, but they did a stop motion."
0:09:06,0:09:09,Patricia,"Ah, so they did this, but they put it in a model."
0:09:10,0:09:20,SPEAKER_02,"Not to even see. It was, like, a 3D. But I'm thinking of the logistics, since you mentioned iPads. And the iPads are, like, heavier. And, like, if you can keep the iPad."
0:09:20,0:09:21,Patricia,You could turn iPads.
0:09:21,0:09:24,Angela,"But you would need, like, what she's saying, you would need something to stand."
0:09:24,0:09:25,Patricia,Yeah.
0:09:25,0:09:37,Angela,"Because when I did this, I didn't use glass. I had, like, a phone stand that holds it like that with light. And so that works. But we would need phones then. But if we can use the iPads for, like, capturing."
0:09:38,0:09:48,Joe,"Yeah, you could use them with this set up. Or with, if you want to get a bunch of cases for. I don't know if you'd want to buy a lot of old, like, cases for old iPads."
0:09:48,0:09:51,SPEAKER_02,"Oh, these are new cases. They're, like, a thing like this."
0:09:51,0:09:52,SPEAKER_06,Like a tripod?
0:09:52,0:09:54,SPEAKER_02,Like a small tripod.
0:09:56,0:09:57,Joe,A clamp?
0:09:57,0:10:02,SPEAKER_06,"No, it literally looks like this. And then you hold the iPad. So you kind of, like."
0:10:02,0:10:03,Belen,Like an L?
0:10:03,0:10:04,SPEAKER_06,"Casi como una L, pero..."
0:10:05,0:10:15,SPEAKER_02,"Oh. I have one on my desk. It's like a desk. It's a raiser. It raises the, anything you're working on. Like, if you want it on your laptop, you can, like, adjust. Like."
0:10:15,0:10:21,SPEAKER_06,Let me just go really quick. Because I know they're working on here. So she's right downstairs. She has it on there. Let's see if I can borrow one.
0:10:22,0:10:23,Belen,"Thank you, Joe."
0:10:23,0:10:24,SPEAKER_02,"Yes, thank you."
0:10:24,0:10:25,Angela,It was very helpful.
0:10:28,0:10:29,Belen,Thank you.
0:10:34,0:10:35,None,It was very helpful.
0:10:35,0:10:36,SPEAKER_02,It was cool.
0:10:36,0:10:46,Patricia,"Yeah. Because if we use the stand for that, but we wouldn't have to buy glass. Yes. But then it would be like, we wouldn't be able to buy the stands. But then it would be so, like, that the. But we would have to buy the stand."
0:10:46,0:10:47,Group,Yeah.
0:10:47,0:10:57,Joe,"And we can use the glass. I was originally thinking, because I've done it with stands before with like, specific mounts that let you have a long arm with it facing straight down. But those are expensive."
0:10:57,0:10:58,Belen,Yeah.
0:10:58,0:10:59,Joe,This was cheaper.
0:10:59,0:11:00,Patricia,More expensive than these.
0:11:00,0:11:05,Joe,"This was $20 for that. Yeah. So, yeah. I think it's a good investment. Yeah."
0:11:05,0:11:09,Patricia,"Okay. Great. Bueno, Paulina, yo investigado los tripods. Los stands."
0:11:09,0:11:34,Joe,"We have in the Thing Space, you know, at TC, they have clamps that we use for 3D animation, where it literally just, it's like a vise that clasps onto your phone. We have like four of those, and I don't think we'd be able to borrow them. It would be probably easiest to make more of these."
0:11:34,0:11:36,Patricia,Like three of these centers.
0:11:36,0:11:38,Joe,"Three more, or three total?"
0:11:38,0:11:39,Patricia,Four in total.
0:11:39,0:11:41,Joe,Yeah. That should probably be enough.
0:11:41,0:11:50,Patricia,"So we can all at the same time. Because we're supposed to go, tomorrow you have two centers already, right? The plan for tomorrow is six."
0:11:50,0:11:53,Belen,"Yes. This is a repetition of last week, right?"
0:11:53,0:12:16,Cristina,"Yeah. So, the only thing is that we don't have, is that we were thinking about, you know, we were thinking also about showing a sample animation that is a bit more geared towards the final project. But we don't have that."
0:12:16,0:12:17,?,But that was tomorrow?
0:12:17,0:12:20,Belen,"No, but tomorrow we're going to keep working in the same centers."
0:12:20,0:12:27,Cristina,"Yes, but it, yes, it would be the same centers, but my station just was going to be instead of, like, would be talking about..."
0:12:27,0:12:28,Joe,An animation.
0:12:28,0:12:47,Cristina,"An animation, so that they could see a sample of, like, what they're going to make down the line. But I just learned now, and I don't, I can't make one today. So, I can pivot for my station, that's totally fine. But yeah, it was just going to be pretty much a repetition of the..."
0:12:47,0:12:51,Patricia,It would be good for you to pass to create an animation to introduce it before...
0:12:51,0:13:11,Cristina,"Yeah, and that was the point too, was to have, to then also be able to, to both, so that we then know, and then also so that we have one or two to show them, so that they have a sense of what our final project, and also to be honest, so that I feel like, at least for me, it's like a lot easier to plan if I know what we're working towards."
0:13:11,0:13:16,Angela,"But it might be good that we don't start that tomorrow, because then we're going to have that break."
0:13:16,0:13:17,Cristina,"Yeah, it's true, and then they're not going to..."
0:13:17,0:13:19,Angela,"And then we're also not going to go through all four groups, or five, so..."
0:13:19,0:13:21,Cristina,"It's true, and it works."
0:13:21,0:13:30,Patricia,"Next week, we're going to do walkthroughs and come back. Next week, we are away, and then on Tuesday is the day we want to go for the community walk."
0:13:30,0:13:40,Cristina,"Yes, so we did want to just, I think, talk with you guys about too, that we were thinking about going in small groups, walking around the neighborhood. I don't know if that seems like..."
0:13:40,0:14:07,Patricia,"To capture images. To then use for animation that are connected to their experiences. I already checked with Maria and Tom, they said it's fine as long as we tell the parents that we're going. We don't need a signed consent or anything, a signed permission form, because it's only about the community. We're not taking public transportation or anything. They said that they signed one for the entire year, but it was fine."
0:14:07,0:14:08,Cristina,Okay.
0:14:08,0:14:32,Patricia,"So in the flyer that they haven't seen, we have that day that's the community walk. Pero the children, no, because Xavier was telling me today, because I couldn't speak to her mom yesterday, she doesn't read the email, and she said today, can we, can she come to the community walk when we go to the community walk? Which is not a bad idea. I don't know, we would want the parents there."
0:14:32,0:14:43,Cristina,"Yeah, some of the parents obviously will probably, like I know at least in my classroom, I feel like any time we say we're going on a field trip or to leave the kids somewhere, parents want to come."
0:14:43,0:14:46,SPEAKER_06,"They think if it says community walk that they're invited, they may assume."
0:14:46,0:14:50,Cristina,"Yeah, that's true. And also, I think some of them are just like, I don't know."
0:14:50,0:14:51,Joe,We would welcome them.
0:14:51,0:14:58,Patricia,So do we have a plan for Tuesday? Do we also want to send cameras home? We thought about sending cameras home.
0:14:58,0:15:00,Joe,I think we were not going to do that.
0:15:00,0:15:01,Cristina,Yeah.
0:15:01,0:15:07,Belen,"I thought that the plan was give them the cameras, go around and take them around. Get the cameras back."
0:15:07,0:15:10,Angela,Because getting them back is right there.
0:15:10,0:15:23,Patricia,"Yeah, they walk around. Yes, as long as they are all with us. So we're going in small groups. Yeah, so that they have the agency of deciding what to capture. It's not just a picture that you have."
0:15:23,0:15:24,Cristina,"Yes, yeah."
0:15:24,0:15:25,Patricia,Or the device.
0:15:25,0:15:27,Group,That's a good idea.
0:15:27,0:15:49,Patricia,"Okay, great. So we need the cameras with the names of the children so that we know who to report. That would be on Tuesday. So we need to have something here. Then, are we going all together? So we start here. We do a brief introduction. And then we all go in small groups, like two adults with their small groups. Is that the plan that we have?"
0:15:49,0:15:55,Cristina,I don't know. We don't. Because we don't have a plan. It's Manuel's session...
0:15:55,0:15:58,Patricia,"Ah, yes, yes. He asked me to buy origami paper."
0:15:58,0:16:00,Cristina,He wants to make origami.
0:16:00,0:16:02,SPEAKER_05,"I thought that was an intro, though."
0:16:02,0:16:14,Patricia,"What about we can create with origami, we can create additions to the photographs. Like go on the photographs or give them prompts with the origami or something. Or we can post Manuel in origami."
0:16:14,0:16:20,Angela,Manuel loves origami. I know we can talk about it with Manuel. I don't know if we're meeting this Friday.
0:16:20,0:16:22,Belen,"Oh, we are? This Friday, yes."
0:16:22,0:16:36,Angela,"So, but if we have to, I don't know if this would be cool. So with this, you have this Friday, you're right. But maps, like having a map that we make and certain things we want to hit. But then maybe the kids also have suggestions, but we can make a route."
0:16:36,0:16:38,Cristina,"Yeah, I love that."
0:16:38,0:16:55,Belen,"And I remember that we said that since it's many adults, we can have like a small group, so four or five kids, and then decide on the part that you're going to be. So we're not all in the same block."
0:16:55,0:17:06,Cristina,"And the other thing that we can do is we can do it almost like a stations, or like a staggered start maybe is a better way to say it. Because like, you know."
0:17:06,0:17:07,Angela,In different points.
0:17:07,0:17:10,Cristina,"Yeah, so that like, it's, you know."
0:17:10,0:17:39,Patricia,"We only have a few minutes, but I think we finalized that on Friday. I just realized that we have Friday. And we have to continue talking about this on Friday, but I want to spend a few minutes talking about NYSTAVE, because it's next Friday too. They like tell you two weeks before. So, from the teacher candidates, Angela, Andrea, Christina are coming. And then Belinda and I, Paulina is coming, and Hannah is coming."
0:17:39,0:17:43,Cristina,"Oh, I didn't respond. Sorry. I have to respond."
0:17:43,0:17:49,Patricia,"I mean, we have to confirm with Tom and Maria. They support this. I think they support it. They haven't gotten back to me."
0:17:49,0:17:54,SPEAKER_06,"Yeah, I was, like I forgot to ask Tom. We were like pre-conferencing."
0:17:54,0:17:56,Patricia,"Yeah, we were busy with the other."
0:17:56,0:17:58,SPEAKER_06,But I can send him a message.
0:17:58,0:18:01,Cristina,"Yeah, I'll send him a message. I want to come."
0:18:01,0:18:04,Joe,"What is it? I'm sorry. NYSAVE, the conference."
0:18:05,0:18:07,Patricia,Are you thinking about joining?
0:18:07,0:18:08,Joe,I would come.
0:18:08,0:18:11,Patricia,"Oh, I thought you said that you didn't want to come. That's why."
0:18:11,0:18:12,Joe,No.
0:18:12,0:18:13,Patricia,"Ah, okay, okay."
0:18:13,0:18:14,Joe,I don't think I ever said that.
0:18:14,0:18:23,Patricia,"That's good. That's very exciting. Yeah, I think you may have misunderstood what we were saying. No, I can't come because I'm working in no se que."
0:18:25,0:18:28,Joe,Cuando?
0:18:28,0:18:32,Patricia,"Oh, I misunderstood you there. Sorry, no, I'm not."
0:18:36,0:18:37,Joe,"No, no."
0:18:37,0:18:38,Patricia,Do you remember that we talked about it?
0:18:38,0:18:50,Joe,"Sí, es cierto. Me olvidé que es el 17. No puedo ir. Lo siento. Pero voy a estar en Massachusetts. Voy a estar con mi familia."
0:18:50,0:18:52,Patricia,"Ah, no puedes, no puedes."
0:18:52,0:18:59,Cristina,"Because he's going to be with his family. He's going to be like, oh, you can come with your family. Let's bring them all"
0:19:01,0:19:03,SPEAKER_02,I'm going to be in the team. As in Joe's family.
0:19:03,0:19:05,Joe,"Quiero, pero no."
0:19:05,0:19:26,Patricia,"Everyone's welcome and invited. So, Jayda, just let me know. I mean, we already passed the early registration date, so it's fine now. It's not a big deal. As long as we register you before Friday. But I will register you as a student because you're taking a class. I think you can be both. You can be a student and a teacher."
0:19:27,0:19:44,SPEAKER_02,"I was thinking, because if we make, we'll see, I guess, how many CLE credits they give us. Because if it's worth paying the extra, we may want to do that, like the credits for professional development. No, but they will give you that anyway, right?"
0:19:44,0:19:48,Patricia,Because you can be like Jayda is both. She's a student and he's a teacher.
0:19:48,0:19:54,SPEAKER_02,But I don't think we get credits if we're not teachers. They're not going to give us a credit as professional development.
0:19:55,0:20:02,Patricia,Are you sure? Let me mail them about that. Because you can be both. Why would you pay the...
0:20:02,0:20:14,SPEAKER_02,"No, no, you can go as a student, but then they're not going to give you professional development credits. That's a risk. Because I guess I'm good. We just need 100 credits by fifth year."
0:20:14,0:20:30,Patricia,"No, but it's good to, I mean, I want you to get the credits, whatever that is. Whatever benefits you, yeah. I mean, Hannah is not, she has to have the regular membership. She's not a student or a former student of ours."
0:20:30,0:20:32,SPEAKER_02,"No, no, no, no."
0:20:32,0:20:40,Patricia,"She's not a teacher at all, so we, sorry. But we can change it. If that's the case, we can change it. What is that called? CLT?"
0:20:40,0:20:44,SPEAKER_02,C-T-L-E. C-T-L-E. C-T-L-E. I think so.
0:20:44,0:20:47,SPEAKER_06,It starts with a C and then an E.
0:20:47,0:20:49,SPEAKER_02,"Yeah, I think it's CLE."
0:20:50,0:20:51,Patricia,For teachers.
0:20:51,0:20:52,SPEAKER_02,Yeah.
0:20:52,0:20:59,Patricia,Registered as students. I'm sure that would be fine. It's just a letter that they give you saying that you were there.
0:20:59,0:21:01,SPEAKER_02,"It's a certificate, but like, yeah."
0:21:01,0:21:04,Patricia,"If so, then we will make sure to register you there."
0:21:04,0:21:06,SPEAKER_02,"Since we're already gone, we might as well get credits."
0:21:06,0:21:08,Patricia,"Yeah, of course. It's not a big difference."
0:21:08,0:21:11,Cristina,"And the price was 100, right?"
0:21:11,0:21:21,SPEAKER_02,"No, creo que profesores, lo que tú mandaste era como 100 dólares más. Por eso habría que ver si vale la pena. Porque si nos dan 6 créditos, no. Pero si te dan 12 o mas..."
0:21:25,0:21:27,Cristina,"Oh that's tough, I'm gonna ask the school to pay."
0:21:27,0:21:29,SPEAKER_02,"No, no, not you, but like, si."
0:21:29,0:21:30,Cristina,"The school, right?"
0:21:30,0:21:45,Patricia,"No, the professional is $265. And the student is $150. After the deadline. Before the deadline, it was $130. So you got asked to receive more. More than $100 more."
0:21:46,0:21:47,SPEAKER_02,"Sí, por eso..."
0:21:52,0:22:00,Patricia,"It's a significant difference. But if they don't give you the CRT, we'll do it that way anyway."
0:22:01,0:22:08,SPEAKER_02,"No pasa nada, pero sería bueno saber cuántos nos darían. A veces, si las conferencias son más cortas, te dan menos créditos."
0:22:08,0:22:40,Patricia,"Es para un día, sí. No creo que va a ser mucho. Pero bueno, lo averiguo. Necesitamos que Jana me diga, que Jeyla me diga, para que os registre a las tres. Que sois las que queráis. Y Ángela también, la tengo que registrar. Porque estoy registrando como un grupo a todos. Cristina ya está registrada? Sí, yo estoy registrada. Y Hannah, tú, digo, Ángela. O Ángela se gastó el mini-grant en algo. O no tiene mini-grant? No lo sé. ?A ti te registro yo o tú tienes la mini-grant del BBI?"
0:22:40,0:22:43,Angela,Ya la busqué para mis... pruebas.
0:22:43,0:22:45,Patricia,"Sí, sí. Entonces te he registrado en el grupo."
0:22:45,0:22:47,Angela,Yo tengo 500 y no sé cuántos logros. All those tests.
0:22:49,0:23:33,Patricia,"Entonces son tres más que tengo que registrar. Para la presentación, los viernes tenemos más tiempo, pero estaba yo pensando... que Belinda y yo podríamos hacer una... tenemos como 40 minutos. Entonces hacer algo un poquito activo. Porque son esas maestras las que vienen a esta conferencia. Son maestras de New York, que están en Bilingual Programs. No tienen teachers, educadores como nosotros. Pero estaremos allí. Y te dan el lunch con la registración del díay desayuno. Y al desayuno no llegaremos. Una gran cosa que tenemos que figure out is how to get there. Because it's far away. No, I don't know how to see. Anyone has a car? No cars? Only"
0:23:33,0:23:37,SPEAKER_02,I have one. I'll get there in five hours.
0:23:39,0:23:46,Cristina,"Cuando lo puse en Maps, dijo it was like un tren y tres buses por cuatro horas."
0:23:46,0:23:50,Patricia,Pero podríamos coger el tren y luego un Uber.
0:23:50,0:23:52,Cristina,"Yes, yes, yes."
0:23:52,0:23:54,SPEAKER_02,"Desde aquí sería mejor, pero desde el tren."
0:23:54,0:23:56,Cristina,"Sí, eso sería mejor, creo."
0:23:57,0:23:59,Patricia,Tenemos que ver...
0:23:59,0:24:01,Cristina,It was like a...
0:24:01,0:24:03,SPEAKER_02,Like the LRR?
0:24:03,0:24:05,Joe,LRR?
0:24:05,0:24:11,Cristina,"Yeah, the LIRR? Un city bike. Llegar con sudando, pero..."
0:24:11,0:25:15,Patricia,"Entonces queremos por la mañana ir a algunas ciudades más, no llegar muy tarde. La nuestra es como a las cuatro, es tarde. Pero tenemos 40 minutos. Entonces, bueno, el título... Ya empecé la presentación. Porque esto pone cuatro slides juntos. Y Belinda y yo como que podemos hacer... tenemos el título, que es esa idea de leveraging the Jigsaw, ?no? It's pre-service, in-service, teachers and the children. Kind of the different TV systems working together and they bring different books, different understanding, different artifacts, and that creates tensions among us.  Like tensions in the sense of, you know,  what do we do with language, what do we do with teaching, reading, and that. And then we take action. Sometimes you give us new artifacts that we take on or you mention how this connects with your classroom instruction. So, pensé que podríamos tener el background, un poquito de las teorías y guiding questions, y describir el programa. Puse a taste of the program curriculum porque pensé que podíamos hacer como lo que hacemos con los niños. Por ejemplo, traer los whispering poems  y enseñarles que vean lo que hacemos en el otro."
0:25:15,0:25:16,Cristina,Okay.
0:25:16,0:25:36,Patricia,"Enséñales lo que hacemos. A enseñarles lo de la animación. Y a explicarles sobre el... Por eso quería que John... para que puedan llevarse algunas ideas para su clase, porque a los maestros les gusta tener... Entonces, ?qué cosas hacemos aquí que podamos compartir? Repeat reading, explicar esto."
0:25:36,0:25:46,SPEAKER_02,?Tal vez podemos hablar también un poco del background de la escuela y los estudiantes? Un poco como hablar sobre quiénes somos nosotros como escuela y quiénes son nuestros estudiantes.
0:25:46,0:25:48,Patricia,"Sí, exacto."
0:25:49,0:25:56,SPEAKER_02,Y después podríamos partir con eso entre medio como un poco que nos toca.
0:25:56,0:25:58,Patricia,"Si, eso sería"
0:25:58,0:26:00,SPEAKER_02,Pero sería como eso de background.
0:26:00,0:26:09,Patricia,Esto es el background. Esto lo hablábamos Belinda y yo. Son como las teorías que han hecho sobre reading y esto de los los activity systems.  Que esto le pondríamos...
0:26:09,0:26:12,SPEAKER_02,?Te acuerdas del triángulo?
